Вид,Промокод,Операция,Тип,Категория,Дата и время заказа,Месяц,Закупочная стоимость,Скидка в ден. ед.,Скидка в процентах,Сумма,Итоговая сумма
Услуга,,Доход,Наличные,Стрижка и укладка,17.02.2021,2,0,0,,4500,
Товар,,Расход,Безнал,Прочие расходы,17.02.2021,2,150,0,,300,
Товар,,Расход,Безнал,Прочие расходы,17.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Стрижка и укладка,17.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Обычная стрижка,17.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка и укладка,17.02.2021,2,0,0,,4500,
Услуга,,Доход,Наличные,Стрижка и укладка,17.02.2021,2,0,0,,4500,
Товар,,Доход,Наличные,Продажа шампуня,17.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Стрижка и укладка,17.02.2021,2,0,0,,4500,
Товар,,Расход,Наличные,Закупка резинок,17.02.2021,2,250,0,,500,
Товар,,Доход,Безнал,Продажа геля,18.02.2021,2,150,0,,300,
Товар,,Расход,Наличные,Закупка полотенец,18.02.2021,2,500,0,,1000,
Товар,,Доход,Безнал,Продажа шампуня,18.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,18.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Обычная стрижка,18.02.2021,2,0,0,,3500,
Товар,,Расход,Безнал,Закупка полотенец,18.02.2021,2,500,0,,1000,
Товар,,Расход,Безнал,Прочие расходы,18.02.2021,2,150,0,,300,
Товар,,Расход,Безнал,Закупка резинок,18.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,18.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка и укладка,18.02.2021,2,0,0,,4500,
Товар,,Доход,Наличные,Продажа шампуня,18.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Стрижка и укладка,18.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,18.02.2021,2,0,0,,4500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,18.02.2021,2,0,0,,5500,
Услуга,,Доход,Наличные,Обычная стрижка,18.02.2021,2,0,0,,3500,
Товар,,Доход,Безнал,Продажа геля,18.02.2021,2,150,0,,300,
Товар,42gbcz1531983,Доход,Безнал,Продажа шампуня и кондиционера,18.02.2021,2,500,150,"0,15",1000,
Товар,,Доход,Безнал,Продажа геля,18.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Стрижка старшего мастера,18.02.2021,2,0,0,,5500,
Товар,,Доход,Безнал,Продажа шампуня,18.02.2021,2,250,0,,500,
Товар,,Расход,Безнал,Закупка полотенец,18.02.2021,2,500,0,,1000,
Товар,,Доход,Безнал,Продажа шампуня,18.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,18.02.2021,2,0,0,,3500,
Товар,,Расход,Безнал,Закупка полотенец,18.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,18.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Обычная стрижка,18.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка и укладка,18.02.2021,2,0,0,,4500,
Товар,,Расход,Безнал,Закупка резинок,18.02.2021,2,250,0,,500,
Услуга,,Доход,Наличные,Обычная стрижка,18.02.2021,2,0,0,,3500,
Услуга,,Доход,Наличные,Стрижка и укладка,18.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,18.02.2021,2,0,0,,4500,
Товар,,Доход,Безнал,Продажа геля,19.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Стрижка и укладка,19.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,19.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,19.02.2021,2,0,0,,5500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,19.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,19.02.2021,2,0,0,,5500,
Товар,,Расход,Наличные,Прочие расходы,19.02.2021,2,150,,,300,
Услуга,42gbcz1899417,Доход,Безнал,Стрижка и укладка,19.02.2021,2,0,675,"0,15",4500,
Услуга,,Доход,Безнал,Стрижка и укладка,19.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,19.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Обычная стрижка,19.02.2021,2,0,0,,3500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,19.02.2021,2,0,0,,5500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,19.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Обычная стрижка,19.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Обычная стрижка,19.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Обычная стрижка,19.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка и укладка,19.02.2021,2,0,0,,4500,
Товар,,Доход,Наличные,Продажа геля,19.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Обычная стрижка,19.02.2021,2,0,0,,3500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,19.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка и укладка,19.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,19.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка и укладка,19.02.2021,2,0,0,,4500,
Услуга,,Расход,Безнал,Зарплата,19.02.2021,2,0,0,,82500,
Услуга,,Расход,Безнал,Зарплата,19.02.2021,2,0,0,,82500,
Услуга,,Расход,Безнал,Зарплата,19.02.2021,2,0,0,,82500,
Услуга,,Расход,Безнал,Зарплата,19.02.2021,2,0,0,,82500,
Услуга,,Расход,Безнал,Зарплата,19.02.2021,2,0,0,,82500,
Услуга,,Расход,Безнал,Зарплата,19.02.2021,2,0,0,,82500,
Услуга,,Расход,Безнал,Зарплата,19.02.2021,2,0,0,,82500,
Услуга,,Расход,Безнал,Зарплата,19.02.2021,2,0,0,,82500,
Услуга,,Доход,Безнал,Обычная стрижка,20.02.2021,2,0,0,,3500,
Товар,,Доход,Безнал,Продажа шампуня,20.02.2021,2,250,0,,500,
Услуга,42gbcz2052640,Доход,Безнал,Стрижка старшего мастера,20.02.2021,2,0,825,"0,15",5500,
Услуга,,Доход,Безнал,Стрижка и укладка,20.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,20.02.2021,2,0,0,,4500,
Товар,,Доход,Безнал,Продажа шампуня,20.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,20.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка и укладка,20.02.2021,2,0,0,,4500,
Товар,,Расход,Безнал,Закупка резинок,20.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.02.2021,2,0,0,,5500,
Товар,,Расход,Наличные,Закупка полотенец,20.02.2021,2,500,0,,1000,
Товар,,Расход,Наличные,Прочие расходы,20.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Стрижка и укладка,20.02.2021,2,0,0,,4500,
Услуга,42gbcz3594236,Доход,Наличные,Обычная стрижка,20.02.2021,2,0,525,"0,15",3500,
Услуга,42gbcz2600902,Доход,Безнал,Обычная стрижка,20.02.2021,2,0,525,"0,15",3500,
Услуга,,Доход,Наличные,Стрижка и укладка,20.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,20.02.2021,2,0,0,,4500,
Услуга,42gbcz2371026,Доход,Безнал,Стрижка старшего мастера,20.02.2021,2,0,825,"0,15",5500,
Услуга,42gbcz648174,Доход,Безнал,Стрижка старшего мастера,20.02.2021,2,0,825,"0,15",5500,
Товар,,Доход,Безнал,Продажа геля,20.02.2021,2,150,0,,300,
Товар,,Доход,Безнал,Продажа шампуня,20.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.02.2021,2,0,0,,5500,
Товар,,Доход,Безнал,Продажа шампуня,20.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,20.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка и укладка,20.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Обычная стрижка,20.02.2021,2,0,0,,3500,
Товар,,Доход,Безнал,Продажа шампуня,20.02.2021,2,250,0,,500,
Товар,,Расход,Безнал,Прочие расходы,20.02.2021,2,150,0,,300,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,20.02.2021,2,500,0,,1000,
Товар,,Расход,Безнал,Прочие расходы,21.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Стрижка и укладка,21.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.02.2021,2,0,0,,5500,
Услуга,42gbcz1824018,Доход,Безнал,Стрижка и укладка,21.02.2021,2,0,675,"0,15",4500,
Услуга,,Доход,Безнал,Стрижка и укладка,21.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Обычная стрижка,21.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.02.2021,2,0,0,,5500,
Услуга,42gbcz2275761,Доход,Безнал,Стрижка и укладка,21.02.2021,2,0,675,"0,15",4500,
Услуга,42gbcz1886457,Доход,Безнал,Стрижка и укладка,21.02.2021,2,0,675,"0,15",4500,
Товар,,Доход,Безнал,Продажа шампуня,21.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,21.02.2021,2,0,0,,3500,
Услуга,42gbcz2671723,Доход,Безнал,Стрижка старшего мастера,21.02.2021,2,0,550,"0,1",5500,
Товар,,Доход,Безнал,Продажа шампуня,21.02.2021,2,250,0,,500,
Услуга,42gbcz1938051,Доход,Безнал,Стрижка старшего мастера,21.02.2021,2,0,550,"0,1",5500,
Услуга,42gbcz3189003,Доход,Безнал,Обычная стрижка,21.02.2021,2,0,350,"0,1",3500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,21.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Обычная стрижка,21.02.2021,2,0,0,,3500,
Товар,,Расход,Безнал,Закупка полотенец,21.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Обычная стрижка,21.02.2021,2,0,0,,3500,
Товар,,Расход,Безнал,Закупка резинок,21.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.02.2021,2,0,0,,5500,
Услуга,,Доход,Наличные,Обычная стрижка,21.02.2021,2,0,0,,3500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,21.02.2021,2,0,0,,5500,
Товар,,Доход,Безнал,Продажа шампуня,21.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,21.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Обычная стрижка,21.02.2021,2,0,0,,3500,
Товар,42gbcz448440,Доход,Безнал,Продажа геля,21.02.2021,2,150,45,"0,15",300,
Услуга,42gbcz1279299,Доход,Безнал,Стрижка старшего мастера,21.02.2021,2,0,825,"0,15",5500,
Услуга,,Доход,Безнал,Обычная стрижка,21.02.2021,2,0,0,,3500,
Товар,,Расход,Безнал,Прочие расходы,21.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Обычная стрижка,22.02.2021,2,0,0,,3500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,22.02.2021,2,500,0,,1000,
Товар,,Расход,Безнал,Закупка резинок,22.02.2021,2,250,,,500,
Услуга,42gbcz2933929,Доход,Безнал,Стрижка и укладка,22.02.2021,2,0,675,"0,15",4500,
Товар,,Расход,Наличные,Прочие расходы,22.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Стрижка и укладка,22.02.2021,2,0,0,,4500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,22.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка и укладка,22.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.02.2021,2,0,0,,5500,
Услуга,42gbcz1270766,Доход,Безнал,Обычная стрижка,22.02.2021,2,0,525,"0,15",3500,
Товар,,Доход,Безнал,Продажа шампуня,22.02.2021,2,250,0,,500,
Товар,,Расход,Безнал,Закупка полотенец,22.02.2021,2,500,0,,1000,
Товар,,Доход,Безнал,Продажа шампуня,22.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,22.02.2021,2,0,0,,3500,
Услуга,42gbcz3099569,Доход,Безнал,Обычная стрижка,22.02.2021,2,0,525,"0,15",3500,
Услуга,42gbcz432984,Доход,Безнал,Стрижка и укладка,22.02.2021,2,0,675,"0,15",4500,
Товар,,Расход,Безнал,Закупка полотенец,22.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка и укладка,22.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.02.2021,2,0,0,,5500,
Услуга,42gbcz1651516,Доход,Безнал,Обычная стрижка,22.02.2021,2,0,525,"0,15",3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.02.2021,2,0,0,,5500,
Товар,,Доход,Безнал,Продажа шампуня,22.02.2021,2,250,0,,500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,22.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.02.2021,2,0,0,,5500,
Товар,,Доход,Безнал,Продажа шампуня,22.02.2021,2,250,0,,500,
Услуга,42gbcz363404,Доход,Безнал,Стрижка и укладка,22.02.2021,2,0,675,"0,15",4500,
Товар,,Доход,Безнал,Продажа шампуня,22.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.02.2021,2,0,0,,5500,
Товар,,Доход,Наличные,Продажа шампуня и кондиционера,22.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка и укладка,23.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,23.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Обычная стрижка,23.02.2021,2,0,0,,3500,
Товар,,Доход,Наличные,Продажа шампуня и кондиционера,23.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка и укладка,23.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Обычная стрижка,23.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,23.02.2021,2,0,0,,5500,
Услуга,42gbcz2888620,Доход,Безнал,Обычная стрижка,23.02.2021,2,0,525,"0,15",3500,
Товар,,Доход,Безнал,Продажа шампуня,23.02.2021,2,250,0,,500,
Услуга,42gbcz789185,Доход,Безнал,Обычная стрижка,23.02.2021,2,0,525,"0,15",3500,
Услуга,42gbcz3051081,Доход,Безнал,Обычная стрижка,23.02.2021,2,0,525,"0,15",3500,
Товар,,Расход,Безнал,Прочие расходы,23.02.2021,2,150,0,,300,
Товар,,Доход,Безнал,Продажа шампуня,23.02.2021,2,250,0,,500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,23.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Обычная стрижка,23.02.2021,2,0,0,,3500,
Товар,,Расход,Безнал,Закупка резинок,23.02.2021,2,250,0,,500,
Товар,,Доход,Безнал,Продажа шампуня,23.02.2021,2,250,0,,500,
Товар,,Доход,Наличные,Продажа геля,23.02.2021,2,150,0,,300,
Товар,,Расход,Безнал,Закупка резинок,23.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Стрижка и укладка,23.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,23.02.2021,2,0,0,,4500,
Товар,,Доход,Безнал,Продажа шампуня,23.02.2021,2,250,0,,500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,23.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка и укладка,23.02.2021,2,0,0,,4500,
Товар,,Расход,Безнал,Закупка резинок,23.02.2021,2,250,0,,500,
Товар,,Доход,Наличные,Продажа геля,23.02.2021,2,150,0,,300,
Услуга,42gbcz3020020,Доход,Безнал,Стрижка старшего мастера,23.02.2021,2,0,825,"0,15",5500,
Товар,,Расход,Безнал,Закупка резинок,23.02.2021,2,250,0,,500,
Товар,,Расход,Безнал,Закупка полотенец,23.02.2021,2,500,,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,23.02.2021,2,0,0,,5500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,23.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка и укладка,24.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка и укладка,24.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,24.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Обычная стрижка,24.02.2021,2,0,0,,3500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Услуга,42gbcz2683934,Доход,Безнал,Стрижка и укладка,24.02.2021,2,0,675,"0,15",4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Услуга,,Расход,Безнал,Рекламный бюджет,24.02.2021,2,0,0,,50000,
Услуга,,Доход,Безнал,Стрижка и укладка,24.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Обычная стрижка,24.02.2021,2,0,0,,3500,
Услуга,42gbcz2621644,Доход,Наличные,Стрижка старшего мастера,24.02.2021,2,0,825,"0,15",5500,
Услуга,,Доход,Безнал,Обычная стрижка,24.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Обычная стрижка,24.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка и укладка,24.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Услуга,,Доход,Наличные,Стрижка и укладка,24.02.2021,2,0,0,,4500,
Услуга,,Доход,Наличные,Стрижка и укладка,24.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Обычная стрижка,24.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Услуга,,Доход,Наличные,Обычная стрижка,24.02.2021,2,0,0,,3500,
Товар,,Расход,Безнал,Закупка полотенец,24.02.2021,2,500,,,1000,
Товар,,Расход,Безнал,Закупка полотенец,24.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Обычная стрижка,24.02.2021,2,0,0,,3500,
Услуга,42gbcz911625,Доход,Наличные,Стрижка старшего мастера,24.02.2021,2,0,825,"0,15",5500,
Услуга,42gbcz1021196,Доход,Безнал,Обычная стрижка,24.02.2021,2,0,350,"0,1",3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.02.2021,2,0,0,,5500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,24.02.2021,2,500,0,,1000,
Услуга,,Доход,Наличные,Обычная стрижка,25.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Обычная стрижка,25.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Обычная стрижка,25.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,25.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Обычная стрижка,25.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Обычная стрижка,25.02.2021,2,0,0,,3500,
Товар,,Расход,Безнал,Закупка полотенец,25.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,25.02.2021,2,0,0,,5500,
Услуга,42gbcz108947,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,2250,"0,5",4500,
Услуга,,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,0,,4500,
Услуга,42gbcz676166,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,675,"0,15",4500,
Услуга,,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,0,,4500,
Товар,,Расход,Безнал,Закупка полотенец,25.02.2021,2,500,0,,1000,
Услуга,42gbcz1735887,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,675,"0,15",4500,
Товар,,Доход,Безнал,Продажа шампуня,25.02.2021,2,250,0,,500,
Услуга,,Доход,Наличные,Стрижка и укладка,25.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,25.02.2021,2,0,0,,5500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,25.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Обычная стрижка,25.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,0,,4500,
Товар,,Расход,Безнал,Прочие расходы,25.02.2021,2,150,,,300,
Услуга,,Доход,Безнал,Стрижка старшего мастера,25.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,0,,4500,
Товар,,Расход,Безнал,Закупка полотенец,25.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,25.02.2021,2,0,0,,5500,
Услуга,,Доход,Наличные,Стрижка и укладка,25.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,25.02.2021,2,0,0,,4500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,25.02.2021,2,0,0,,5500,
Услуга,42gbcz2461835,Доход,Наличные,Обычная стрижка,25.02.2021,2,0,525,"0,15",3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,25.02.2021,2,0,0,,5500,
Товар,,Доход,Наличные,Продажа шампуня и кондиционера,26.02.2021,2,500,0,,1000,
Товар,,Расход,Безнал,Закупка резинок,26.02.2021,2,250,0,,500,
Товар,,Расход,Безнал,Прочие расходы,26.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Стрижка старшего мастера,26.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Обычная стрижка,26.02.2021,2,0,0,,3500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,26.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,26.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Обычная стрижка,26.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,26.02.2021,2,0,0,,5500,
Товар,42gbcz1256997,Доход,Безнал,Продажа геля,26.02.2021,2,150,45,"0,15",300,
Услуга,42gbcz1476043,Доход,Безнал,Обычная стрижка,26.02.2021,2,0,525,"0,15",3500,
Услуга,42gbcz3134310,Доход,Безнал,Стрижка и укладка,26.02.2021,2,0,2250,"0,5",4500,
Услуга,,Доход,Безнал,Обычная стрижка,26.02.2021,2,0,0,,3500,
Услуга,,Доход,Наличные,Стрижка старшего мастера,26.02.2021,2,0,0,,5500,
Товар,,Расход,Безнал,Прочие расходы,26.02.2021,2,150,0,,300,
Услуга,42gbcz1500454,Доход,Наличные,Стрижка старшего мастера,26.02.2021,2,0,825,"0,15",5500,
Услуга,,Доход,Наличные,Обычная стрижка,26.02.2021,2,0,0,,3500,
Товар,42gbcz1953119,Доход,Наличные,Продажа шампуня и кондиционера,26.02.2021,2,500,150,"0,15",1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,26.02.2021,2,0,0,,5500,
Услуга,,Доход,Безнал,Стрижка и укладка,26.02.2021,2,0,0,,4500,
Услуга,,Доход,Наличные,Стрижка и укладка,26.02.2021,2,0,0,,4500,
Товар,,Расход,Безнал,Закупка резинок,26.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,26.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка и укладка,26.02.2021,2,0,0,,4500,
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,26.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка и укладка,26.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Стрижка и укладка,26.02.2021,2,0,0,,4500,
Услуга,,Доход,Безнал,Обычная стрижка,26.02.2021,2,0,0,,3500,
Услуга,,Доход,Безнал,Стрижка старшего мастера,26.02.2021,2,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,26.02.2021,2,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,26.02.2021,2,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,27.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,27.02.2021,2,0,0,,5500,5500
Услуга,42gbcz108947,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,2250,"0,5",4500,2250
Услуга,,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,0,,4500,4500
Услуга,42gbcz676166,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,675,"0,15",4500,3825
Услуга,,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка полотенец,27.02.2021,2,500,0,,1000,
Услуга,42gbcz1735887,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,675,"0,15",4500,3825
Товар,,Доход,Безнал,Продажа шампуня,27.02.2021,2,250,0,,500,
Услуга,,Доход,Наличные,Стрижка и укладка,27.02.2021,2,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,27.02.2021,2,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,27.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Обычная стрижка,27.02.2021,2,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,0,,4500,4500
Товар,,Расход,Безнал,Прочие расходы,27.02.2021,2,150,,,300,
Услуга,,Доход,Безнал,Стрижка старшего мастера,27.02.2021,2,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка полотенец,27.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,27.02.2021,2,0,0,,5500,5500
Услуга,,Доход,Наличные,Стрижка и укладка,27.02.2021,2,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,27.02.2021,2,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,27.02.2021,2,0,0,,5500,5500
Услуга,42gbcz2461835,Доход,Наличные,Обычная стрижка,27.02.2021,2,0,525,"0,15",3500,2975
Услуга,,Доход,Безнал,Стрижка старшего мастера,27.02.2021,2,0,0,,5500,5500
